ID	Pathway Number for MaAsLin	MLDAfe	MLDIgar	MLDIgua	MLDRV	Merged_LrAfef	Merged_LrIgarf	Merged_LrNEs1f	Merged_LrNEs2f	Merged_LrRVf	Merged_LrStH1f	Merged_LrStH2f	P1	P2	P3	P4	P7	P8	PoolRosalia	SAfe	SIgar	SIgua
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_callitrichos	1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.3298	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Burkholderia.s__Burkholderia_vietnamiensis	1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.3199	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Citrobacter.s__Citrobacter_europaeus	1288	0	0	0	0	0	0	0	0	0	0	0	6.93555	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Enterococcus.s__Enterococcus_italicus	1289	0	0	0	0	0	0	0	0	0	0	0	0	37.7491	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	1290	0	0	0	0	0	0	0	0	0	0	0	0	34.3871	0	27.4799	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Ewingella.s__Ewingella_americana	1291	0	0	0	0	0	0	0	0	0	0	0	22.4932	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Kluyvera.s__Kluyvera_ascorbata	1292	0	0	0	0	0	0	0	0	0	0	0	16.6669	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Leuconostoc.s__Leuconostoc_citreum	1293	0	0	0	0	0	0	0	0	0	0	0	0	40.7365	0	32.0296	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Paraburkholderia.s__Paraburkholderia_fungorum	1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.9751	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Paraburkholderia.s__Paraburkholderia_insulsa	1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.3379	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Pseudomonas.s__Pseudomonas_helleri	1296	0	0	0	0	0	0	0	0	0	0	0	0	10.3885	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Serratia.s__Serratia_marcescens	1297	0	0	0	0	0	0	0	0	0	0	0	0	0	188.382	73.6201	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified	1298	42.0725	0	35.0887	0	0	71.1929	0	37.2226	0	81.5125	14.6199	32.6414	23.7233	0	26.1788	74.3189	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	1299	41.6379	0	72.3179	0	0	60.2551	0	0	0	87.4295	0	97.8062	114.837	219.139	134.068	76.0025	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Burkholderia.s__Burkholderia_vietnamiensis	1300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7408	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Citrobacter.s__Citrobacter_europaeus	1301	0	0	0	0	0	0	0	0	0	0	0	4.80552	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli	1302	0	0	0	0	0	0	0	0	0	0	0	0	27.7842	0	2.70885	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Kluyvera.s__Kluyvera_ascorbata	1303	0	0	0	0	0	0	0	0	0	0	0	13.5141	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Leuconostoc.s__Leuconostoc_citreum	1304	0	0	0	0	0	0	0	0	0	0	0	0	38.7893	45.9859	22.965	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Pseudomonas.s__Pseudomonas_helleri	1305	0	0	0	0	0	0	0	0	0	0	0	0	12.0646	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Serratia.s__Serratia_marcescens	1306	0	0	0	0	0	0	0	0	0	0	0	0	0	168.764	61.9861	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|unclassified	1307	34.8848	0	45.6432	0	0	47.0606	0	0	0	83.7185	0	27.351	0	0	16.3793	28.1335	0	0	0	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	1308	103.781	198.576	111.558	0	0	200.817	0	81.7696	0	66.9545	0	45.7179	150.574	133.392	109.883	144.488	0	0	0	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Enterococcus.s__Enterococcus_italicus	1309	0	0	0	0	0	0	0	0	0	0	0	0	24.7435	0	0	0	0	0	0	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli	1310	0	0	0	0	0	0	0	0	0	0	0	0	31.1279	0	11.4055	0	0	0	0	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Leuconostoc.s__Leuconostoc_citreum	1311	0	0	0	0	0	0	0	0	0	0	0	0	22.455	0	0	0	0	0	0	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Serratia.s__Serratia_marcescens	1312	0	0	0	0	0	0	0	0	0	0	0	0	0	74.7068	41.8854	0	0	0	0	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified	1313	63.5154	0	0	0	0	65.2871	0	34.0943	0	65.3334	0	0	0	0	17.0946	81.3626	0	0	0	0	0
PWY-7234: inosine-5'-phosphate biosynthesis III	1314	0	105.361	58.0156	0	0	113.687	0	46.0135	0	0	0	98.0141	111.308	45.3187	84.3142	162.78	0	0	0	0	0
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Leuconostoc.s__Leuconostoc_citreum	1315	0	0	0	0	0	0	0	0	0	0	0	0	14.1013	0	0	25.7573	0	0	0	0	0
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Serratia.s__Serratia_marcescens	1316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.1691	0	0	0	0	0	0
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	1317	0	0	41.7904	0	0	52.0579	0	0	0	0	0	0	0	0	12.0411	60.3597	0	0	0	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation	1318	30.5892	0	0	0	0	0	0	0	0	52.3413	0	0	0	0	50.1161	0	0	0	0	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|unclassified	1319	30.5892	0	0	0	0	0	0	0	0	52.3413	0	0	0	0	0	0	0	0	0	0	0
PWY-7242: D-fructuronate degradation	1320	0	0	65.2647	0	0	81.196	0	0	0	14.6455	0	47.1581	52.787	30.09	29.5241	28.7523	0	0	0	0	0
PWY-7242: D-fructuronate degradation|g__Bifidobacterium.s__Bifidobacterium_biavatii	1321	0	0	0	0	0	55.5527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7242: D-fructuronate degradation|g__Citrobacter.s__Citrobacter_portucalensis	1322	0	0	0	0	0	0	0	0	0	0	0	8.82393	0	0	0	0	0	0	0	0	0
PWY-7242: D-fructuronate degradation|g__Escherichia.s__Escherichia_coli	1323	0	0	0	0	0	0	0	0	0	0	0	0	12.1734	0	12.4921	0	0	0	0	0	0
PWY-7242: D-fructuronate degradation|g__Ewingella.s__Ewingella_americana	1324	0	0	0	0	0	0	0	0	0	0	0	23.5171	0	0	0	0	0	0	0	0	0
PWY-7242: D-fructuronate degradation|unclassified	1325	0	0	0	0	0	0	0	0	0	12.3934	0	0	6.64302	0	9.88898	7.92819	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	1326	0	0	0	0	0	202.688	0	0	0	0	0	61.1935	121.233	99.3578	96.6185	147.479	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_biavatii	1327	0	0	0	0	0	86.9498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Serratia.s__Serratia_marcescens	1328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8395	0	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified	1329	0	0	0	0	0	70.8117	0	0	0	0	0	0	0	0	13.6765	33.6876	0	0	0	0	0
PWY-7254: TCA cycle VII (acetate-producers)	1330	0	0	0	0	0	0	0	0	0	0	0	45.4966	39.0468	0	0	72.7098	0	0	0	0	0
PWY-7254: TCA cycle VII (acetate-producers)|g__Escherichia.s__Escherichia_coli	1331	0	0	0	0	0	0	0	0	0	0	0	0	16.9243	0	0	0	0	0	0	0	0
PWY-7254: TCA cycle VII (acetate-producers)|unclassified	1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.7598	0	0	0	0	0
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	1333	0	0	0	0	0	0	0	0	0	0	0	49.5861	0	0	6.15356	0	0	0	0	0	0
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)|unclassified	1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.91469	0	0	0	0	0	0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	1335	0	0	0	0	0	0	0	0	0	0	0	29.1869	12.4578	0	14.1615	165.825	187.096	0	0	0	0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Burkholderia.s__Burkholderia_vietnamiensis	1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.2759	0	0	0	0	0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Paraburkholderia.s__Paraburkholderia_fungorum	1337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.4817	0	0	0	0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Paraburkholderia.s__Paraburkholderia_insulsa	1338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.755	0	0	0	0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Pseudomonas.s__Pseudomonas_helleri	1339	0	0	0	0	0	0	0	0	0	0	0	0	10.1288	0	0	0	0	0	0	0	0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|unclassified	1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6895	100.501	0	0	0	0	0
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	1341	0	0	0	0	0	0	0	0	0	0	0	48.2823	89.4395	69.5586	86.7824	94.0267	0	0	0	0	0
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|unclassified	1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.8562	0	0	0	0	0	0
"PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)"	1343	0	0	0	0	0	0	0	0	0	0	0	0	13.0062	0	15.2325	33.9747	0	0	0	0	0
PWY-7295: L-arabinose degradation IV	1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3561	0	0	0	0	0
PWY-7295: L-arabinose degradation IV|g__Burkholderia.s__Burkholderia_vietnamiensis	1345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.52034	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	1346	0	0	0	0	0	0	0	0	0	0	0	28.4664	20.2356	57.1839	60.8845	16.485	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Escherichia.s__Escherichia_coli	1347	0	0	0	0	0	0	0	0	0	0	0	0	13.3277	0	8.70465	0	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Serratia.s__Serratia_marcescens	1348	0	0	0	0	0	0	0	0	0	0	0	0	0	57.1839	32.9007	0	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|unclassified	1349	0	0	0	0	0	0	0	0	0	0	0	0	5.02216	0	10.4667	16.2999	0	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	1350	0	0	0	0	0	0	0	0	0	0	0	19.8027	37.9054	0	8.17697	0	0	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|unclassified	1351	0	0	0	0	0	0	0	0	0	0	0	0	4.80161	0	0	0	0	0	0	0	0
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	1352	51.3141	62.6221	39.8998	0	0	79.9745	0	0	0	0	0	0	13.0529	0	44.2768	0	0	0	0	0	0
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|g__Bifidobacterium.s__Bifidobacterium_biavatii	1353	0	0	0	0	0	42.0316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|g__Escherichia.s__Escherichia_coli	1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43962	0	0	0	0	0	0
PWY-7345: superpathway of anaerobic sucrose degradation	1355	0	0	0	0	0	0	0	0	0	0	0	44.1744	0	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	1356	0	0	114.833	0	0	131.605	0	0	0	0	0	32.6351	160.438	0	78.2478	59.3106	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bifidobacterium.s__Bifidobacterium_biavatii	1357	0	0	0	0	0	89.0629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Enterococcus.s__Enterococcus_faecalis	1358	0	0	0	0	0	0	0	0	0	0	0	0	28.3872	0	6.09694	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Enterococcus.s__Enterococcus_italicus	1359	0	0	0	0	0	0	0	0	0	0	0	0	23.6089	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Escherichia.s__Escherichia_coli	1360	0	0	0	0	0	0	0	0	0	0	0	0	7.19749	0	8.34065	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Lactobacillus.s__Lactobacillus_curvatus	1361	0	0	0	0	0	0	0	0	0	0	0	0	33.9603	0	12.7148	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Leuconostoc.s__Leuconostoc_citreum	1362	0	0	0	0	0	0	0	0	0	0	0	0	42.1923	0	19.5916	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|unclassified	1363	0	0	80.1205	0	0	42.2359	0	0	0	0	0	0	0	0	12.1801	11.1569	0	0	0	0	0
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.6272	0	0	0	0	0
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|g__Burkholderia.s__Burkholderia_vietnamiensis	1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.4789	0	0	0	0	0
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	1366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.589	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	1367	0	0	0	0	0	82.7301	0	0	0	0	0	40.6175	119.208	134.513	100.02	72.5455	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Bifidobacterium.s__Bifidobacterium_biavatii	1368	0	0	0	0	0	73.0571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Pseudomonas.s__Pseudomonas_helleri	1369	0	0	0	0	0	0	0	0	0	0	0	0	12.6443	0	0	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Serratia.s__Serratia_marcescens	1370	0	0	0	0	0	0	0	0	0	0	0	0	0	87.3238	31.6439	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|unclassified	1371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.7492	20.3588	0	0	0	0	0
PWY-7391: isoprene biosynthesis II (engineered)	1372	0	0	0	0	0	0	0	0	0	0	0	0	25.2432	0	13.8597	22.4628	0	0	0	0	0
PWY-7391: isoprene biosynthesis II (engineered)|g__Enterococcus.s__Enterococcus_faecalis	1373	0	0	0	0	0	0	0	0	0	0	0	0	12.3316	0	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	1374	0	128.044	0	0	0	150.966	0	104.289	0	0	0	75.7399	151.28	110.667	90.3789	152.588	146.452	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Bifidobacterium.s__Bifidobacterium_biavatii	1375	0	0	0	0	0	89.189	0	56.862	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Enterococcus.s__Enterococcus_italicus	1376	0	0	0	0	0	0	0	0	0	0	0	0	46.3961	0	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Ewingella.s__Ewingella_americana	1377	0	0	0	0	0	0	0	0	0	0	0	29.1559	0	0	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Leuconostoc.s__Leuconostoc_citreum	1378	0	0	0	0	0	0	0	0	0	0	0	0	42.0873	0	13.0139	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Paraburkholderia.s__Paraburkholderia_insulsa	1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.537	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Pseudomonas.s__Pseudomonas_helleri	1380	0	0	0	0	0	0	0	0	0	0	0	0	20.049	0	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Serratia.s__Serratia_marcescens	1381	0	0	0	0	0	0	0	0	0	0	0	0	0	51.8523	34.2473	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|unclassified	1382	0	49.632	0	0	0	34.0041	0	0	0	0	0	0	13.4666	0	18.7188	52.4473	0	0	0	0	0
PWY-7446: sulfoglycolysis	1383	0	0	0	0	0	0	0	0	0	0	0	0	7.98928	0	3.56014	0	0	0	0	0	0
PWY-7446: sulfoglycolysis|g__Escherichia.s__Escherichia_coli	1384	0	0	0	0	0	0	0	0	0	0	0	0	7.98928	0	0	0	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	1385	0	0	0	0	0	0	0	0	0	0	0	60.5364	58.9386	105.692	95.621	20.8512	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Ewingella.s__Ewingella_americana	1386	0	0	0	0	0	0	0	0	0	0	0	20.521	0	0	0	0	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Leuconostoc.s__Leuconostoc_citreum	1387	0	0	0	0	0	0	0	0	0	0	0	0	33.8513	17.7498	0	0	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Serratia.s__Serratia_marcescens	1388	0	0	0	0	0	0	0	0	0	0	0	0	0	60.6218	50.4043	0	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|unclassified	1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02323	16.1605	0	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II	1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.9553	28.498	0	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II|unclassified	1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.06942	0	0	0	0	0	0
PWY-7616: methanol oxidation to carbon dioxide	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09073	0	0	0	0	0	0
PWY-7616: methanol oxidation to carbon dioxide|unclassified	1393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.827823	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)	1394	0	26.9097	0	0	0	141.599	0	25.8337	0	27.2005	0	85.3234	187.506	153.631	132.506	115.667	150.392	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bifidobacterium.s__Bifidobacterium_biavatii	1395	0	0	0	0	0	77.0428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Burkholderia.s__Burkholderia_vietnamiensis	1396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.5409	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Enterococcus.s__Enterococcus_faecalis	1397	0	0	0	0	0	0	0	0	0	0	0	0	32.3045	0	0	16.8142	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Enterococcus.s__Enterococcus_italicus	1398	0	0	0	0	0	0	0	0	0	0	0	0	30.161	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Escherichia.s__Escherichia_coli	1399	0	0	0	0	0	0	0	0	0	0	0	0	14.4371	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Ewingella.s__Ewingella_americana	1400	0	0	0	0	0	0	0	0	0	0	0	24.9035	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Kluyvera.s__Kluyvera_ascorbata	1401	0	0	0	0	0	0	0	0	0	0	0	25.1176	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Lactobacillus.s__Lactobacillus_curvatus	1402	0	0	0	0	0	0	0	0	0	0	0	0	13.4884	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Leuconostoc.s__Leuconostoc_citreum	1403	0	0	0	0	0	0	0	0	0	0	0	0	52.822	26.4205	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Paraburkholderia.s__Paraburkholderia_fungorum	1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.8479	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Paraburkholderia.s__Paraburkholderia_insulsa	1405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.0668	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Pseudomonas.s__Pseudomonas_helleri	1406	0	0	0	0	0	0	0	0	0	0	0	0	28.1371	0	0	21.9921	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Serratia.s__Serratia_marcescens	1407	0	0	0	0	0	0	0	0	0	0	0	0	0	101.055	58.9839	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|unclassified	1408	0	0	0	0	0	10.8176	0	25.8337	0	0	0	8.1436	15.5409	0	26.0431	26.688	0	0	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)	1409	0	0	0	0	0	104.582	0	14.8441	0	0	0	77.123	164.171	59.542	84.6263	90.8985	0	0	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Bifidobacterium.s__Bifidobacterium_biavatii	1410	0	0	0	0	0	72.6989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Pseudomonas.s__Pseudomonas_helleri	1411	0	0	0	0	0	0	0	0	0	0	0	0	19.3286	0	0	20.3485	0	0	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Serratia.s__Serratia_marcescens	1412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.5085	0	0	0	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|unclassified	1413	0	0	0	0	0	0	0	14.8441	0	0	0	0	0	0	22.4959	24.1039	0	0	0	0	0
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	1414	0	0	0	0	0	0	0	0	0	0	0	0	18.8784	67.2844	42.0254	23.8423	0	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	1415	0	0	0	0	0	0	0	0	0	0	0	65.7174	125.073	105.519	112.836	100.581	0	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Serratia.s__Serratia_marcescens	1416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.6251	0	0	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|unclassified	1417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0181	39.7497	0	0	0	0	0
PWY-922: mevalonate pathway I	1418	0	0	0	0	0	0	0	0	0	0	0	0	87.0068	35.2149	23.5332	26.7108	0	0	0	0	0
PWY-922: mevalonate pathway I|g__Enterococcus.s__Enterococcus_faecalis	1419	0	0	0	0	0	0	0	0	0	0	0	0	13.3952	0	6.365	0	0	0	0	0	0
PWY-922: mevalonate pathway I|g__Lactobacillus.s__Lactobacillus_curvatus	1420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.56493	0	0	0	0	0	0
PWY-922: mevalonate pathway I|g__Leuconostoc.s__Leuconostoc_citreum	1421	0	0	0	0	0	0	0	0	0	0	0	0	33.6741	0	0	0	0	0	0	0	0
PWY0-1061: superpathway of L-alanine biosynthesis	1422	0	99.2599	35.2157	0	0	119.595	0	0	0	0	0	58.9268	115.122	109.827	106.679	63.0121	0	0	0	0	0
PWY0-1061: superpathway of L-alanine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_biavatii	1423	0	0	0	0	0	72.0818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1061: superpathway of L-alanine biosynthesis|g__Burkholderia.s__Burkholderia_vietnamiensis	1424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0371	0	0	0	0	0
PWY0-1061: superpathway of L-alanine biosynthesis|g__Citrobacter.s__Citrobacter_europaeus	1425	0	0	0	0	0	0	0	0	0	0	0	5.73721	0	0	0	0	0	0	0	0	0
PWY0-1061: superpathway of L-alanine biosynthesis|g__Citrobacter.s__Citrobacter_portucalensis	1426	0	0	0	0	0	0	0	0	0	0	0	3.19141	0	0	0	0	0	0	0	0	0
PWY0-1061: superpathway of L-alanine biosynthesis|g__Enterococcus.s__Enterococcus_italicus	1427	0	0	0	0	0	0	0	0	0	0	0	0	19.2308	0	0	0	0	0	0	0	0
PWY0-1061: superpathway of L-alanine biosynthesis|g__Escherichia.s__Escherichia_coli	1428	0	0	0	0	0	0	0	0	0	0	0	0	10.9746	0	8.56429	0	0	0	0	0	0
